Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 33 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
COM,2500,43,Public Speaking,84%,11%,0%,0%,0%,0%,0%,5%,0%,"Garza, Mattelyn Nicole",
COM,2500,200,Public Speaking (HON),89%,11%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William Charles",H
COM,2500,401,Public Speaking,71%,24%,0%,6%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,403,Public Speaking,77%,8%,0%,0%,0%,0%,0%,15%,0%,"Davis, Alexis Zachary",
COM,3050,1,Persuasion,64%,27%,5%,5%,0%,0%,0%,0%,0%,"Saucier, Camille Jacquelyne",
COM,3080,1,Public Comm & Pop Culture,73%,23%,4%,0%,0%,0%,0%,0%,0%,"Saucier, Camille Jacquelyne",
COM,3120,1,Technical Video Prod/Post-Prod,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Rodgers, Michael E.",
COM,3130,1,Storytelling and Reporting,89%,5%,0%,0%,0%,0%,0%,5%,0%,"Robertson, Nigel F",
COM,3240,3,"Communication, Sport & Society",59%,41%,0%,0%,0%,0%,0%,0%,0%,"Cranmer, Gregory Keith",
COM,3280,1,Social Media and Sports Comm,90%,7%,3%,0%,0%,0%,0%,0%,0%,"Boatwright, Brandon Carl",
COM,3300,1,Nonverbal Communication,85%,7%,0%,4%,4%,0%,0%,0%,0%,"Wingate, Victoria Skye",
COM,3310,1,Media Communication,80%,17%,0%,3%,0%,0%,0%,0%,0%,"Gilmore, James Nicholas",
COM,3480,1,Interpersonal Comm,76%,24%,0%,0%,0%,0%,0%,0%,0%,"Jones, Karyn O",
COM,3500,1,Sm Group & Team Comm,58%,42%,0%,0%,0%,0%,0%,0%,0%,"Jones, Karyn O",
COM,3550,1,Principles of Public Relations,90%,7%,3%,0%,0%,0%,0%,0%,0%,"DiRusso, Carlina Domenica",
COM,3660,3,Ag Comm and Risk,89%,6%,6%,0%,0%,0%,0%,0%,0%,"Sellnow, Timothy",
COM,3800,1,Intercultural Communication,89%,6%,6%,0%,0%,0%,0%,0%,0%,"Pyle, Andrew Stephen",
COM,3810,1,Communication and Health,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Ash, Erin Michelle",
COM,4250,2,Adv Sports Comm,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Cranmer, Gregory Keith",
COM,4270,1,Comm in Sports Organizations,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Virginia Susan",
COM,4980,1,Academic & Professional Dev II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Pindar, Lori Marlise",
COM,8000,1,Communication Pedagogy,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Gilmore, Elizabeth Ann",
,,,,,,,,,,,,,Kaszynski,
COM,8200,1,Foundations of Communication,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Gilmore, James Nicholas",
COM,8230,1,Digital Communication,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Wingate, Victoria Skye",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 34 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
COM,8910,1,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Gilmore, James Nicholas",
COM,8980,1,Colloquium,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Gilmore, James Nicholas",
COOP,1000,2,Intro to Cooperative Education,0%,0%,0%,0%,0%,83%,0%,17%,0%,"Fecher, Alison Elizabeth",
COOP,1000,5,Intro to Cooperative Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1000,6,Intro to Cooperative Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Torres, Maria Del Carmen",
COOP,1000,8,Intro to Cooperative Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Moore, Jeffrey T",
COOP,1000,9,Intro to Cooperative Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Elmore, Monique Natasha",
COOP,1010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1030,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,6020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Burton, O'Neil B",
CPSC,1010,1,Computer Science I,37%,25%,21%,9%,9%,0%,0%,0%,0%,"Kittelstad, Catherine Ann",
CPSC,1010,2,Computer Science I,29%,28%,23%,8%,8%,0%,0%,4%,3%,"Kittelstad, Catherine Ann",
CPSC,1020,1,Computer Science II,30%,38%,16%,8%,6%,0%,0%,2%,0%,"Wooster, Edgar Daniels",
CPSC,1020,2,Computer Science II,20%,23%,29%,6%,9%,0%,0%,14%,0%,"Wooster, Edgar Daniels",
CPSC,1050,1,Intro to Programming in Python,40%,17%,12%,0%,12%,0%,0%,19%,0%,"Adkins-Daniel, Alexandra",H
,,,,,,,,,,,,,Mariana,
CPSC,1050,2,Intro to Programming in Python,47%,16%,5%,2%,7%,0%,0%,24%,0%,"Adkins-Daniel, Alexandra",H
,,,,,,,,,,,,,Mariana,
CPSC,1050,3,Intro to Programming in Python,51%,16%,2%,0%,19%,0%,0%,12%,0%,"Engineer, Margi Jigneshkumar",H
CPSC,1070,1,Programming Methodology,39%,28%,11%,4%,7%,0%,0%,12%,0%,"Plaue, Christopher M",
CPSC,1210,1,Computational Thinking,40%,31%,14%,0%,2%,0%,0%,12%,0%,"Patrick, Ryan Stewart",
CPSC,1900,2,Teaching Assist Fundamentals,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Plaue, Christopher M",
CPSC,2070,1,Discrete Structures,58%,24%,8%,3%,5%,0%,0%,3%,0%,"Widman, Nicolas Benjamin",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 35 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,2070,2,Discrete Structures,60%,31%,9%,0%,0%,0%,0%,0%,0%,"Widman, Nicolas Benjamin",
CPSC,2070,3,Discrete Structures,57%,27%,16%,0%,0%,0%,0%,0%,0%,"Widman, Nicolas Benjamin",
CPSC,2070,4,Discrete Structures,58%,25%,11%,3%,0%,0%,0%,3%,0%,"Widman, Nicolas Benjamin",
CPSC,2120,1,Algs/Data Structures,80%,13%,5%,2%,0%,0%,0%,0%,0%,"Widman, Nicolas Benjamin",
CPSC,2120,2,Algs/Data Structures,58%,36%,3%,1%,0%,0%,0%,1%,0%,"Xu, Ran",
CPSC,2120,3,Algs/Data Structures,64%,26%,4%,2%,4%,0%,0%,0%,0%,"Xu, Ran",
CPSC,2150,1,Software Dev Foundations,39%,34%,18%,3%,5%,0%,0%,0%,0%,"Re, Matthew Joseph",
CPSC,2150,2,Software Dev Foundations,66%,20%,11%,1%,1%,0%,0%,0%,0%,"Re, Matthew Joseph",
CPSC,2150,3,Software Dev Foundations,41%,28%,23%,2%,5%,0%,0%,0%,2%,"Re, Matthew Joseph",
CPSC,2200,1,Problem Solving w/ Office Apps,70%,15%,5%,0%,2%,0%,0%,7%,0%,"Lowe, Rose M",
CPSC,2310,1,Intro Computer Org,30%,22%,26%,8%,9%,0%,0%,5%,0%,"Feaster, Yvon H.",
CPSC,2310,2,Intro Computer Org,21%,26%,26%,10%,11%,0%,0%,7%,0%,"Feaster, Yvon H.",
CPSC,2920,1,"Computing, Ethics & Global Soc",93%,5%,1%,0%,0%,0%,0%,1%,0%,"Shue, Mitch",
CPSC,2920,2,"Computing, Ethics & Global Soc",56%,37%,0%,2%,4%,0%,0%,2%,0%,"Ransom, Timothy Scott",
CPSC,2920,3,"Computing, Ethics & Global Soc",52%,25%,4%,7%,9%,0%,0%,4%,0%,"Ransom, Timothy Scott",
CPSC,3120,1,Design Analysis of Algorithms,29%,24%,24%,0%,0%,0%,0%,18%,6%,"Patrick, Ryan Stewart",
CPSC,3120,2,Design Analysis of Algorithms,29%,37%,2%,8%,6%,0%,0%,16%,2%,"Patrick, Ryan Stewart",
CPSC,3120,3,Design Analysis of Algorithms,60%,19%,12%,2%,0%,0%,0%,5%,2%,"Widman, Nicolas Benjamin",
CPSC,3220,1,Intro to Operating Systems,38%,23%,34%,4%,0%,0%,0%,2%,0%,"Smotherman, Mark K",
CPSC,3220,2,Intro to Operating Systems,29%,25%,38%,0%,4%,0%,0%,4%,0%,"Smotherman, Mark K",
CPSC,3220,3,Intro to Operating Systems,16%,15%,18%,4%,15%,0%,0%,33%,0%,"Sorber, Jacob M",
CPSC,3300,1,Computer Systems Org,64%,20%,6%,3%,3%,0%,0%,3%,0%,"Zhang, Zhenkai",
CPSC,3500,1,Foundations of Computer Sci,18%,53%,23%,3%,0%,0%,0%,2%,0%,"Goddard, Wayne D",
CPSC,3520,1,Programming Systems,78%,14%,2%,1%,4%,0%,0%,1%,0%,"Yuan, Xiaoyong",
CPSC,3600,1,Network Programming,4%,13%,23%,13%,21%,0%,0%,27%,0%,"Drachova, Svetlana V",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 36 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,3600,2,Network Programming,38%,32%,19%,5%,2%,0%,0%,2%,1%,"Robb, Andrew C",
CPSC,3720,1,Software Engineering,45%,47%,6%,0%,2%,0%,0%,0%,0%,"Adkins-Daniel, Alexandra",
,,,,,,,,,,,,,Mariana,
CPSC,3720,2,Software Engineering,36%,51%,7%,1%,1%,0%,0%,3%,0%,"Taylor, Constance Louise",
CPSC,3720,3,Software Engineering,85%,13%,0%,0%,0%,0%,0%,1%,0%,"Brinkley, Julian Langston",
CPSC,3990,1,Software Dev Live Streaming,75%,13%,0%,0%,0%,0%,0%,13%,0%,"Rodeghero, Paige Anne",
CPSC,3990,2,Adv CI: Conversational UX,75%,0%,0%,0%,0%,0%,0%,25%,0%,"Robb, Andrew C",
CPSC,3990,4,Adv CI: Hands-on Quantum Cmp,88%,0%,0%,0%,0%,0%,0%,13%,0%,"Ge, Rong",
CPSC,3990,5,Adv CI: Automotive Security,89%,0%,0%,0%,0%,0%,0%,11%,0%,"Pese, Mert",
CPSC,4030,1,Data Visualization,28%,40%,24%,0%,4%,0%,0%,4%,0%,"Iuricich, Federico",
CPSC,4050,1,Computer Graphics,33%,43%,0%,0%,5%,0%,0%,10%,10%,"Dhillon, Daljit Singh",
CPSC,4110,1,Virtual Reality Systems,26%,37%,26%,4%,4%,0%,0%,4%,0%,"Babu, Sabarish Venkat",
CPSC,4120,1,Eye Tracking Methodology,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4140,1,Human and Computer Interaction,80%,11%,4%,0%,2%,0%,0%,2%,0%,"Park, Jinkyung Katie",
CPSC,4160,1,2-D Game Engine Construction,83%,12%,0%,0%,2%,0%,0%,2%,0%,"Volonte, Matias",
CPSC,4180,1,Usable Privacy and Security,27%,65%,5%,0%,3%,0%,0%,0%,0%,"Barwulor, Catherine",
CPSC,4200,1,Computer Security Principles,31%,33%,27%,4%,0%,0%,0%,4%,0%,"Pese, Mert",
CPSC,4200,2,Computer Security Principles,61%,30%,9%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,4240,1,System Admin and Security,48%,48%,4%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,4300,1,Applied Data Science,80%,7%,3%,0%,3%,0%,0%,7%,0%,"Toxtli Hernandez, Carlos",
CPSC,4300,2,Applied Data Science,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Masino, Aaron J",
CPSC,4300,3,Applied Data Science,79%,8%,13%,0%,0%,0%,0%,0%,0%,"Masino, Aaron J",
CPSC,4420,1,Artificial Intelligence,70%,17%,3%,0%,0%,0%,0%,3%,7%,"Razi, Abolfazl",
CPSC,4420,2,Artificial Intelligence,55%,23%,0%,0%,5%,0%,0%,5%,14%,"Razi, Abolfazl",
CPSC,4430,1,Machine Learning: Impl & Eval,78%,7%,7%,0%,0%,0%,0%,7%,0%,"Li, Nianyi",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 37 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,4440,1,Cloud Computing Architecture,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,4440,2,Cloud Computing Architecture,89%,9%,3%,0%,0%,0%,0%,0%,0%,"Flathmann, Christopher Tod",
CPSC,4620,1,Database Management Systems,37%,40%,10%,3%,7%,0%,0%,3%,0%,"Taylor, Constance Louise",
CPSC,4620,2,Database Management Systems,24%,36%,27%,2%,9%,0%,0%,2%,0%,"Van Scoy, Roger Larry",
CPSC,4780,1,Gen Purpose Computation on GPU,50%,40%,0%,0%,0%,0%,0%,10%,0%,"Jin, Shuangshuang",
CPSC,4820,1,ST: Game Design,72%,19%,6%,0%,0%,0%,0%,3%,0%,"Freeman, Guo",
CPSC,4820,2,ST: Intro to Quantum Computing,80%,7%,0%,13%,0%,0%,0%,0%,0%,"Ge, Rong",
CPSC,4910,1,Senior Computing Practicum,77%,19%,4%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,2,Senior Computing Practicum,52%,36%,6%,0%,2%,0%,0%,4%,0%,"Van Scoy, Roger Larry",
CPSC,6030,1,Data Visualization,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,6200,1,Computer Security Principles,67%,17%,17%,0%,0%,0%,0%,0%,0%,"Pese, Mert",
CPSC,6300,3,Applied Data Science,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Masino, Aaron J",
CPSC,6420,2,Artificial Intelligence,50%,13%,0%,0%,0%,0%,0%,13%,25%,"Razi, Abolfazl",
CPSC,6430,1,Machine Learning: Impl & Eval,92%,0%,6%,0%,0%,0%,0%,3%,0%,"Li, Nianyi",
CPSC,6430,843,Machine Learning: Impl & Eval,60%,20%,0%,0%,0%,0%,0%,20%,0%,"Li, Nianyi",
CPSC,6440,1,Cloud Computing Architecture,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,6440,2,Cloud Computing Architecture,87%,13%,0%,0%,0%,0%,0%,0%,0%,"Flathmann, Christopher Tod",
CPSC,6620,1,Database Management Systems,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance Louise",
CPSC,6620,202,Database Management Systems,20%,60%,20%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,7010,1,Mod 1: Procedural Programming,85%,8%,0%,0%,0%,0%,0%,0%,8%,"Kraemer, Eileen Theresa",
CPSC,7020,1,Mod 2: Object-Oriented Program,71%,7%,14%,0%,0%,0%,0%,0%,7%,"Kraemer, Eileen Theresa",
CPSC,8200,1,Parallel Architechture,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Ge, Rong",
CPSC,8400,500,Design & Anlys of Algorithms,20%,37%,9%,0%,13%,0%,0%,20%,0%,"Dean, Brian Christopher",
CPSC,8420,1,Advanced Machine Learning,91%,0%,0%,0%,0%,0%,0%,9%,0%,"Liu, Kai",
CPSC,8430,1,Deep Learning,60%,37%,2%,0%,0%,0%,0%,2%,0%,"Luo, Feng",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 38 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,8580,1,Security in Emerging Systems,66%,34%,0%,0%,0%,0%,0%,0%,0%,"Pese, Mert",
CPSC,8700,1,O O Software Design,78%,16%,0%,0%,0%,0%,0%,5%,0%,"Drachova, Svetlana V",
CPSC,8740,1,AI-Receptive Software Devel,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige Anne",
CPSC,8740,500,AI-Receptive Software Devel,69%,10%,0%,0%,10%,0%,0%,8%,2%,"Rodeghero, Paige Anne",
CPSC,8810,2,Optimization for ML,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Liu, Kai",
CPSC,8810,4,Machine Learning-based Image,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Huang, Siyu",
CPSC,8830,1,Malware Reverse Engineering,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Yu, Lu",
CPSC,8880,35,Directed Projects,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Masino, Aaron J",
CPSC,9500,1,Sel Top:SoC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Volonte, Matias",
CPSC,9500,2,Sel Topics: SOC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Huang, Siyu",
CPSC,9500,5,New PhD Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Iuricich, Federico",
CPSC,9500,843,New PhD Student Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Iuricich, Federico",
CPSC,9910,11,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Ge, Rong",
CPSC,9910,15,Doctoral Dissertation Research,0%,0%,0%,0%,0%,60%,20%,0%,20%,"Iuricich, Federico",
CPSC,9910,21,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Luo, Feng",
CPSC,9910,25,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Razi, Abolfazl",
CRP,2010,1,"Cities, Technology and Society",39%,27%,6%,0%,6%,0%,0%,6%,15%,"Morris, Eric A",
CRP,8020,1,Place Making for the Built Env,42%,58%,0%,0%,0%,0%,0%,0%,0%,"Kinney, Edward Aaron",
CRP,8050,1,Planning Theory and History,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Nocks, Barry C",
CRP,8410,1,Sem in Environmental Planning,64%,21%,0%,0%,7%,0%,0%,7%,0%,"Dyckman, Caitlin",
CRP,8600,1,Terminal Proj/Thesis Proposal,60%,20%,0%,0%,0%,0%,0%,0%,20%,"Dyckman, Caitlin",
CRP,8940,1,Professional Planning Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Nocks, Barry C",
CSM,1000,1,Intro to Construct,54%,39%,7%,0%,0%,0%,0%,0%,0%,"Waugaman, Gretchen E",
CSM,2010,1,Structures,86%,7%,0%,7%,0%,0%,0%,0%,0%,"Jackson, Nathaniel M",
CSM,2010,401,Structures,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Jackson, Nathaniel M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 39 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CSM,2030,1,Mats/Mthds: Wood Construction,47%,53%,0%,0%,0%,0%,0%,0%,0%,"Bingenheimer, Kirk Alan",
CSM,2040,401,Cont Documents,74%,19%,6%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,2050,1,Mats/Mthds: Concrete/Steel Con,45%,55%,0%,0%,0%,0%,0%,0%,0%,"Bingenheimer, Kirk Alan",
CSM,2060,401,Construction Science Workshop,47%,47%,7%,0%,0%,0%,0%,0%,0%,"Gauthier, Richard William",
CSM,3040,1,Environmental Systems I,76%,24%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,3040,401,Environmental Systems I,62%,38%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,3050,1,Environmental Systems II,48%,48%,5%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Michael",
CSM,3050,401,Environmental Systems II,44%,56%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Michael",
CSM,3060,1,Construction Technology,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Yoon, Jonghan",
CSM,3060,401,Construction Technology,52%,26%,17%,0%,0%,0%,0%,4%,0%,"Yoon, Jonghan",
CSM,3070,401,Sustainable Construction,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3510,1,Construction Estimating I,38%,54%,0%,4%,0%,0%,0%,4%,0%,"Mousavi Rizi, Seyed Ehsan",
CSM,3510,401,Construction Estimating I,43%,36%,7%,7%,0%,0%,0%,7%,0%,"Bell, Michael Frederick",
CSM,3520,401,Const Scheduling,8%,46%,46%,0%,0%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,3530,1,Const Estimating II,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,4110,401,Safety in Bldg Const,73%,13%,13%,0%,0%,0%,0%,0%,0%,"Corley, Nicholas L",
CSM,4400,401,Principles of Roofing,52%,45%,2%,0%,0%,0%,0%,0%,0%,"Gajjar, Dhaval R",
CSM,4500,401,Constr Internship and Assess,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Waugaman, Gretchen E",
CSM,4530,1,Construction Project Mgmt,69%,25%,6%,0%,0%,0%,0%,0%,0%,"Abukhalaf, Amer Hamad Issa",
CSM,4530,401,Construction Project Mgmt,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Malone, Bryan W",
CSM,6310,401,Residential Constr Practices,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,8600,1,Constr Finan Plan & Analysis,53%,47%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
CSM,8600,401,Constr Finan Plan & Analysis,33%,67%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
CSM,8610,1,Constr Control/CII Best Pract,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
CSM,8690,401,Applied Applications of UAS,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Michael",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 40 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,88%,11%,1%,0%,"Whorton, Susan S",
CU,1000,2,Clemson Connect,0%,0%,0%,0%,0%,89%,11%,0%,0%,"Whorton, Susan S",
CU,1000,3,Clemson Connect,0%,0%,0%,0%,0%,90%,10%,0%,0%,"Whorton, Susan S",
CU,1000,4,Clemson Connect,0%,0%,0%,0%,0%,85%,15%,0%,0%,"Whorton, Susan S",
CU,1000,5,Clemson Connect,0%,0%,0%,0%,0%,86%,13%,1%,0%,"Whorton, Susan S",
CU,1000,6,Clemson Connect,0%,0%,0%,0%,0%,77%,23%,0%,0%,"Whorton, Susan S",
CU,1000,7,Clemson Connect,0%,0%,0%,0%,0%,82%,17%,0%,1%,"Whorton, Susan S",
CU,1000,8,Clemson Connect,0%,0%,0%,0%,0%,80%,19%,1%,0%,"Whorton, Susan S",
CU,1000,9,Clemson Connect,0%,0%,0%,0%,0%,81%,18%,1%,0%,"Whorton, Susan S",
CU,1000,10,Clemson Connect,0%,0%,0%,0%,0%,78%,21%,0%,0%,"Whorton, Susan S",
CU,1000,11,Clemson Connect,0%,0%,0%,0%,0%,75%,24%,0%,0%,"Whorton, Susan S",
CU,1000,12,Clemson Connect,0%,0%,0%,0%,0%,67%,32%,1%,0%,"Whorton, Susan S",
CU,1000,13,Clemson Connect,0%,0%,0%,0%,0%,73%,26%,1%,0%,"Whorton, Susan S",
CU,1000,14,Clemson Connect,0%,0%,0%,0%,0%,67%,33%,1%,0%,"Whorton, Susan S",
CU,1000,15,Clemson Connect,0%,0%,0%,0%,0%,60%,39%,1%,1%,"Whorton, Susan S",
CU,1000,25,Clemson Connect,0%,0%,0%,0%,0%,88%,12%,0%,0%,"Whorton, Susan S",
CU,1000,26,Clemson Connect,0%,0%,0%,0%,0%,74%,26%,0%,0%,"Whorton, Susan S",
CU,1000,28,Clemson Connect,0%,0%,0%,0%,0%,80%,20%,0%,0%,"Whorton, Susan S",
CU,1000,29,Clemson Connect,0%,0%,0%,0%,0%,72%,28%,0%,0%,"Whorton, Susan S",
CU,1010,1,University Success Skills,52%,17%,8%,5%,13%,0%,0%,5%,0%,"Neel, Catherine Maroska",
CU,1010,5,University Success Skills,79%,10%,2%,0%,0%,0%,0%,0%,8%,"Babb, Bryn Zimmermann",
CU,1010,7,University Success Skills,87%,7%,0%,7%,0%,0%,0%,0%,0%,"Spellman, Christopher Wilton",
CU,1010,10,University Success Skills,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Radford, Katelyn McCulley",
CU,1010,11,University Success Skills,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Pyatt, Ti-Ana Zanoviah",
CU,1110,3,Intro Supplemental Instruction,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Rachel K",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, January 7, 2025",,,,,,,,,,,,,Page 41 of 139,
Grades Report for 202408,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
