Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
,,,,,,,,,,,,,,,,Daniels,
CPSC,1020,20,Computer Science II,20%,39%,25%,3%,5%,0%,0%,8%,0%,0%,0%,0%,"Wooster, Edgar",
,,,,,,,,,,,,,,,,Daniels,
CPSC,1060,10,Intro to Programming in Ja,35%,35%,19%,3%,3%,0%,0%,6%,0%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1060,20,Intro to Programming in Ja,44%,28%,15%,3%,7%,0%,0%,3%,1%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1070,10,Programming Methodolog,33%,20%,9%,4%,4%,0%,0%,29%,0%,0%,0%,0%,"Plaue, Christopher M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 51 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,1110,1,Intro to Programming in C,49%,26%,14%,1%,7%,0%,0%,2%,1%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,1210,1,Computational Thinking,53%,31%,12%,0%,0%,0%,0%,3%,1%,0%,0%,0%,"Dixon, Emma",
,,,,,,,,,,,,,,,,Elizabeth,
CPSC,1900,1,Teaching Assist Fundamen,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Plaue, Christopher M",
CPSC,2070,1,Discrete Structures,57%,24%,10%,1%,3%,0%,0%,5%,0%,0%,0%,0%,"Liu, Kai",
CPSC,2070,2,Discrete Structures,24%,31%,37%,4%,1%,0%,0%,2%,0%,0%,0%,0%,"Hedetniemi, Sandra",
,,,,,,,,,,,,,,,,M,
CPSC,2120,1,Algs/Data Structures,59%,29%,3%,2%,5%,0%,0%,2%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,2,Algs/Data Structures,63%,16%,12%,0%,4%,0%,0%,5%,0%,0%,0%,0%,"Toxtli Hernandez,",
,,,,,,,,,,,,,,,,Carlos,
CPSC,2120,101,Algs/Data Structures,64%,23%,5%,2%,2%,0%,0%,4%,0%,0%,0%,0%,"Xu, Ran",
CPSC,2150,1,Software Dev Foundations,14%,38%,19%,4%,20%,0%,0%,5%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2150,2,Software Dev Foundations,31%,43%,17%,1%,4%,0%,0%,4%,0%,0%,0%,0%,"Sun, Yu-Shan",
CPSC,2200,10,Problem Solving w/ Office,72%,18%,4%,2%,2%,0%,0%,4%,0%,0%,0%,0%,"Lowe, Rose M",
CPSC,2310,1,Intro Computer Org,47%,23%,13%,2%,13%,0%,0%,2%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2310,2,Intro Computer Org,35%,30%,32%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2910,1,Sem in Professional Issues,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,2910,2,Sem in Professional Issues,87%,9%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,2910,3,Sem in Professional Issues,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2910,4,Sem in Professional Issues,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Feaster, Yvon H.",
CPSC,2920,1,"Computing, Ethics & Societ",73%,13%,6%,4%,1%,0%,0%,3%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,3120,1,Design Analysis of Algorith,43%,21%,13%,0%,16%,0%,0%,7%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,3120,2,Design Analysis of Algorith,40%,21%,12%,5%,11%,0%,0%,11%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,3220,1,Intro to Operating Systems,24%,17%,15%,4%,9%,0%,0%,30%,2%,0%,0%,0%,"Sorber, Jacob M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 52 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,3220,2,Intro to Operating Systems,35%,29%,8%,0%,0%,0%,0%,19%,10%,0%,0%,0%,"Ge, Rong",
CPSC,3300,1,Computer Systems Org,55%,16%,16%,5%,4%,0%,0%,2%,1%,0%,0%,0%,"Smotherman, Mark K",
CPSC,3500,1,Foundations of Computer,19%,45%,28%,2%,0%,0%,0%,6%,0%,0%,0%,0%,"Goddard, Wayne D",
CPSC,3520,1,Programming Systems,47%,45%,0%,2%,6%,0%,0%,0%,0%,0%,0%,0%,"Ligon, Walter B",
CPSC,3600,1,Network Programming,50%,33%,12%,3%,2%,0%,0%,0%,0%,0%,0%,0%,"Robb, Andrew C",
CPSC,3600,2,Network Programming,30%,43%,18%,2%,0%,0%,0%,7%,0%,0%,0%,0%,"Robb, Andrew C",
CPSC,3720,1,Software Engineering,97%,0%,2%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,3720,2,Software Engineering,38%,51%,9%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,3750,10,Web Application Develop,66%,22%,8%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Baker, Craig L",
CPSC,3990,7,Eye Tracking Augmented,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4030,1,Data Visualization,45%,24%,27%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,4040,1,Cmptr Graphics Image,35%,45%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,4050,1,Computer Graphics,20%,40%,13%,0%,0%,0%,0%,20%,7%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,4110,1,Virtual Reality Systems,13%,75%,0%,6%,0%,0%,0%,6%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,4120,1,Eye Tracking Methodology,10%,60%,20%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,4140,1,Human and Computer Inte,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ghaiumy Anaraky,",
,,,,,,,,,,,,,,,,Reza,
CPSC,4160,1,2-D Game Engine Construc,38%,35%,0%,0%,24%,0%,0%,3%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,4180,1,Usable Privacy and Securit,71%,22%,5%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,4200,1,Computer Security Principl,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,4240,1,System Admin and Securit,84%,8%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,4300,1,Applied Data Science,81%,9%,3%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,4420,1,Artificial Intelligence,43%,18%,18%,0%,4%,0%,0%,18%,0%,0%,0%,0%,"Razi, Abolfazl",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 53 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,4440,1,Cloud Computing Architect,53%,40%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
CPSC,4620,1,Database Management Sys,43%,29%,23%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,4620,2,Database Management Sys,28%,39%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4780,1,Gen Purpose Computation,33%,33%,17%,8%,0%,0%,0%,8%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,4820,1,Special Topic: Game Desig,81%,10%,6%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,4910,1,Sem in Professional Issues,55%,25%,18%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,2,Sem in Professional Issues,43%,43%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,3,Sem in Professional Issues,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,6030,1,Data Visualization,62%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,6040,1,Cptr Graphics Image,75%,8%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,6040,843,Cptr Graphics Image,63%,13%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Karamouzas, Ioannis",
CPSC,6050,1,Computer Graphics,20%,20%,20%,0%,20%,0%,0%,20%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,6050,843,Computer Graphics,33%,17%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,6110,1,Virtual Reality Systems,57%,29%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Babu, Sabarish",
,,,,,,,,,,,,,,,,Venkat,
CPSC,6120,1,Eye Tracking Methodology,75%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,6140,1,Human and Computer Inte,40%,44%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Knijnenburg, Bart",
CPSC,6160,1,2-D Game Engine Construc,36%,36%,21%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Tessendorf, Jerry A.",
CPSC,6180,1,Usable Privacy and Securit,44%,44%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,6240,1,System Admin and Securit,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,6300,1,Applied Data Science,96%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,6420,1,Artificial Intelligence,63%,23%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,6420,843,Artificial Intelligence,50%,17%,17%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Razi, Abolfazl",
CPSC,6440,1,Cloud Computing Architect,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shue, Mitch",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 54 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,6620,1,Database Management Sys,42%,50%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance",
,,,,,,,,,,,,,,,,Louise,
CPSC,6770,1,Distributed/Cluster Compu,48%,37%,11%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Ngo, Linh Bao",
CPSC,6780,1,Gen Purpose Computation,63%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jin, Shuangshuang",
CPSC,6810,1,MSCS Ready: Module 1,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6810,2,MSCS Ready: Module 2,61%,22%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,"Kraemer, Eileen",
,,,,,,,,,,,,,,,,Theresa,
CPSC,6820,1,Special Topics: Game Desig,91%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,6890,1,Programming Team Semin,60%,0%,0%,0%,20%,0%,0%,20%,0%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,8110,1,Technical Character Anima,43%,29%,0%,0%,0%,0%,0%,14%,14%,0%,0%,0%,"Joerg, Christina",
,,,,,,,,,,,,,,,,Sophie,
CPSC,8110,843,Technical Character Anima,0%,50%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,"Joerg, Christina",
,,,,,,,,,,,,,,,,Sophie,
CPSC,8200,1,Parallel Architechture,65%,26%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ge, Rong",
CPSC,8280,1,Theory of Program. Langua,36%,18%,18%,0%,5%,0%,0%,23%,0%,0%,0%,0%,"Sitaraman, Murali",
CPSC,8380,1,Adv Data Structures,17%,39%,33%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Srimani, Pradip K.",
CPSC,8420,1,Advanced Machine Learnin,48%,26%,16%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Liu, Kai",
CPSC,8420,843,Advanced Machine Learnin,43%,14%,0%,0%,0%,0%,0%,43%,0%,0%,0%,0%,"Liu, Kai",
CPSC,8580,2,Security in Emerging Syste,72%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pese, Mert",
CPSC,8700,1,O O Software Design,79%,12%,4%,0%,1%,0%,0%,3%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,8810,1,Deep Learning in Comp Vis,69%,29%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,8810,2,Side Channel Iss in Cyberse,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
CPSC,8880,13,Directed Projects,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hubig, Nina Christine",
CPSC,8880,26,Directed Projects,0%,0%,0%,0%,0%,0%,0%,0% ####,,0%,0%,0%,"Razi, Abolfazl",
CPSC,9500,1,Sel Top:SoC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 55 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,9500,2,Sel Topics: SOC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Zhang, Zhenkai",
CPSC,9500,5,New PhD Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sorber, Jacob M",
CPSC,9500,12,Software Engineering Spec,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Rodeghero, Paige",
,,,,,,,,,,,,,,,,Anne,
CPSC,9910,5,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,75%,0%,0%,25%,0%,0%,0%,"Dean, Brian",
,,,,,,,,,,,,,,,,Christopher,
CPSC,9910,21,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,9910,23,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Luo, Feng",
CPSC,9910,31,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sorber, Jacob M",
CPSC,9910,803,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Jin, Shuangshuang",
CRP,2010,1,"Cities, Technology and Soci",23%,49%,6%,0%,9%,0%,0%,3%,11%,0%,0%,0%,"Morris, Eric A",
CRP,4010,1,Intro to City & Regional Pla,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gaber, John Albert",
CRP,6130,1,Transp Impact on Loc and,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Morris, Eric A",
CRP,8020,1,Place Making for the Built,69%,19%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Ford, Daniel J",
CRP,8040,1,Intro to GIS for Plan & Poli,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Abdouni, Lynn",
,,,,,,,,,,,,,,,,Mohammed,
CRP,8050,1,Planning Theory and Histor,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gaber, John Albert",
CRP,8070,1,Professional Studio,0%,0%,0%,0%,0%,0%,0%,0% ####,,0%,0%,0%,"Nocks, Barry C",
CRP,8080,1,Land Use and Compreh Pla,69%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ramos Santiago, Luis",
,,,,,,,,,,,,,,,,E,
CRP,8410,1,Sem in Environmental Plan,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dyckman, Caitlin",
CRP,8450,1,Water Policy and Law,80%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,"Dyckman, Caitlin",
CRP,8600,4,Terminal Proj/Thesis Prop,33%,33%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,"Ramos Santiago, Luis",
,,,,,,,,,,,,,,,,E,
CSM,1000,1,Intro to Construct,55%,24%,9%,3%,3%,0%,0%,6%,0%,0%,0%,0%,"Waugaman,",
,,,,,,,,,,,,,,,,Gretchen E,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 56 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CSM,2010,1,Structures,48%,36%,8%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2010,401,Structures,29%,14%,29%,14%,14%,0%,0%,0%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,2030,1,Mats & Meth of Const,15%,46%,35%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,2040,401,Cont Documents,57%,29%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,2050,1,Mats & Methods II,29%,47%,12%,6%,6%,0%,0%,0%,0%,0%,0%,0%,"Amiri, Ameenullah",
CSM,2060,2,Construction Science Work,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gauthier, Richard",
,,,,,,,,,,,,,,,,William,
CSM,2060,401,Construction Science Work,71%,14%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gauthier, Richard",
,,,,,,,,,,,,,,,,William,
CSM,2070,1,Construction Industry Semi,80%,10%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,"Armstrong, Leslie L",
CSM,2070,401,Construction Industry Semi,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Armstrong, Leslie L",
CSM,3040,1,Environmental Systems I,43%,39%,11%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph",
,,,,,,,,,,,,,,,,Michael,
CSM,3040,401,Environmental Systems I,28%,28%,28%,6%,6%,0%,0%,6%,0%,0%,0%,0%,"Burgett, Joseph",
,,,,,,,,,,,,,,,,Michael,
CSM,3050,1,Environmental Systems II,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair",
,,,,,,,,,,,,,,,,Wright,
CSM,3050,401,Environmental Systems II,22%,56%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair",
,,,,,,,,,,,,,,,,Wright,
CSM,3060,1,Emerging Tech in Construc,84%,11%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3060,401,Emerging Tech in Construc,85%,8%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3070,401,Sustainable Construction,70%,28%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,3510,1,Construction Estimating I,19%,59%,16%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Mousavi Rizi, Seyed",
,,,,,,,,,,,,,,,,Ehsan,
CSM,3510,401,Construction Estimating I,25%,50%,8%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,3520,1,Const Scheduling,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bausman, Estate of",
,,,,,,,,,,,,,,,,Dennis C,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 57 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CSM,3520,401,Const Scheduling,40%,45%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,3530,1,Const Estimating II,90%,7%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair",
,,,,,,,,,,,,,,,,Wright,
CSM,3530,401,Const Estimating II,86%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harden, Anthony",
,,,,,,,,,,,,,,,,Dwayne,
CSM,4110,1,Safety in Bldg Const,94%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"DeVita, David J",
CSM,4110,401,Safety in Bldg Const,77%,20%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Corley, Nicholas L",
CSM,4210,1,Applied Drone Use in Built,73%,18%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph",
,,,,,,,,,,,,,,,,Michael,
CSM,4310,1,Residential Constr Practice,83%,8%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,4500,401,Construction Internship,50%,29%,14%,0%,0%,0%,0%,0%,7%,0%,0%,0%,"Waugaman,",
,,,,,,,,,,,,,,,,Gretchen E,
CSM,4530,1,Construction Project Mgm,78%,17%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Bausman, Estate of",
,,,,,,,,,,,,,,,,Dennis C,
CSM,4530,401,Construction Project Mgm,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Malone, Bryan W",
CSM,4610,1,Const Econ Seminar,50%,39%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,4610,401,Const Econ Seminar,36%,45%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nove-Josserand,",
,,,,,,,,,,,,,,,,Catherine Jackson,
CSM,6310,1,Residential Constr Practice,29%,57%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,6310,401,Residential Constr Practice,75%,17%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,8360,401,Managing Integr Proj Deliv,65%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Clarke, Shima N",
CSM,8520,1,Const Mgmt Research,30%,48%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mousavi Rizi, Seyed",
,,,,,,,,,,,,,,,,Ehsan,
CSM,8520,401,Const Mgmt Research,40%,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mousavi Rizi, Seyed",
,,,,,,,,,,,,,,,,Ehsan,
CSM,8610,1,Constr Control/CII Best Pra,86%,10%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
CSM,8610,401,Constr Control/CII Best Pra,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Vivek",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 58 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CSM,8900,3,Directed Studies,67%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,"Gajjar, Dhaval R",
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,90%,9%,1%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,2,Clemson Connect,0%,0%,0%,0%,0%,83%,17%,0%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,3,Clemson Connect,0%,0%,0%,0%,0%,84%,16%,1%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,4,Clemson Connect,0%,0%,0%,0%,0%,83%,17%,0%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,5,Clemson Connect,0%,0%,0%,0%,0%,82%,18%,0%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,6,Clemson Connect,0%,0%,0%,0%,0%,79%,21%,0%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,7,Clemson Connect,0%,0%,0%,0%,0%,80%,18%,2%,0%,0%,0%,0%,"Whorton, Susan S",
CU,1000,8,Clemson Connect,0%,0%,0%,0%,0%,79%,20%,1%,0%,0%,0%,0%,"Whorton, Susan S",
