Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CH,2240,50,Organic Chemistry,41%,24%,18%,6%,6%,0%,0%,6%,0%,0%,0%,0%,"Whitehead, Daniel C",
CH,2270,1,Organic Chem Lab,72%,0%,0%,0%,0%,0%,0%,28%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2270,2,Organic Chem Lab,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2270,5,Organic Chem Lab,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2270,6,Organic Chem Lab,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2270,12,Organic Chem Lab,89%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2280,13,Organic Chem Lab,88%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,2280,21,Organic Chem Lab,87%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Plampin, James",
,,,,,,,,,,,,,,,,Nelson,
CH,3320,1,Physical Chemistry,90%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Casabianca, Leah",
,,,,,,,,,,,,,,,,Beck,
CH,3320,5,Physical Chemistry,27%,45%,18%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Jacobson, David",
CH,3400,5,Physical Chem Lab,71%,12%,12%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,4000,1,Selected Topics Chem,25%,33%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Delach, Diana Lauren",
CH,4110,1,Instrumental Analysis,50%,45%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Anker, Jeffrey Nathan",
CH,4120,1,Instr Analysis Lab,45%,36%,9%,0%,9%,0%,0%,0%,0%,0%,0%,0%,"Chumanov, George",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 33 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CH,4120,2,Instr Analysis Lab,58%,25%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,"Chumanov, George",
CH,4130,1,Chemistry of Aqueous Syst,70%,19%,4%,0%,4%,0%,0%,0%,4%,0%,0%,0%,"Lee, Cindy M",
CH,4250,1,Medicinal Chem,42%,55%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Schroeder, Jacob D",
CH,4990,37,Cr Inq in Chemistry IV,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ennis, Elliot",
CH,8050,1,Theor Inorg Chem,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kolis, Joseph W",
CH,8420,1,Actinide Chemistry,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Estes, Shanna Lynn",
CH,8510,2,Grad Student Seminar,95%,2%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Saha, Sourav",
CH,8520,1,Departmental Seminar,0%,0%,0%,0%,0%,96%,0%,4%,0%,0%,0%,0%,"Sachdeva, Rakesh",
CH,9100,1,Sel Topic:Bioanalytical Inst,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chouinard,",
,,,,,,,,,,,,,,,,Christopher Donald,
CH,9910,2,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Whitehead, Daniel C",
CH,9910,6,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kim, Byoungmoo",
CH,9910,7,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Smith, Rhett C",
CH,9910,9,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Tran, Thao Thi Thanh",
CH,9910,10,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kolis, Joseph W",
CH,9910,11,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Marcus, Richard K",
CH,9910,12,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pennington, William",
,,,,,,,,,,,,,,,,T,
CH,9910,14,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sun, Ya-ping",
CH,9910,16,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Perahia, Dvora",
CH,9910,20,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Chumanov, George",
CH,9910,23,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Brumaghim, Julia",
CH,9910,24,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Saha, Sourav",
CH,9910,25,Doctoral Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Anker, Jeffrey Nathan",
CHE,1300,1,Intro to Chemical Engineer,30%,28%,11%,11%,12%,0%,0%,7%,0%,0%,0%,0%,"Norfolk, Christopher",
,,,,,,,,,,,,,,,,W,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 34 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CHE,1990,1,CI in CHE-,PEPTIDES,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Melvin, Adam",
,,,,,,,,,,,,,,,,,Thomas,
CHE,1990,2,CI in CHE- CO-CULTURE,,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Melvin, Adam",
,,,,,,,,,,,,,,,,,Thomas,
CHE,2200,1,Chem Engr Thermodynami,36%,36%,12%,16%,,0%,0%,0%,0%,0%,0%,0%,0%,"Alba Rubio, Ana",
,,,,,,,,,,,,,,,,,Carolina,
CHE,2300,1,Fluids/Heat Transfer,57%,27%,12%,,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Yang, Ming",
CHE,2990,1,Creative Inquiry in CHE- N,,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Larsen, Jessica Marie",
CHE,2990,2,CI in CHE-,CO-CULTURE,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Melvin, Adam",
,,,,,,,,,,,,,,,,,Thomas,
CHE,2990,4,CI in CHE-,MIGRATION,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Melvin, Adam",
,,,,,,,,,,,,,,,,,Thomas,
CHE,3070,1,Unit Operations Laborator,33%,38%,25%,,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Norfolk, Christopher",
,,,,,,,,,,,,,,,,,W,
CHE,3190,1,Engr Materials,24%,31%,26%,18%,,1%,0%,0%,0%,0%,0%,0%,0%,"Ogale, Amod A",
CHE,4330,1,Process Design II,69%,27%,,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Roat, Suzanne",
,,,,,,,,,,,,,,,,,Deirdre,
CHE,4440,1,"Safety, Env & Prof Practice",,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Husson, Scott M",
CHE,4450,1,Pharmaceutical Engr Proce,88%,10%,,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Larsen, Jessica Marie",
CHE,4450,2,Plastic Recycling Technolo,83%,,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,"Roberts, Mark E",
CHE,4530,1,Process Dynamics and Con,31%,27%,33%,,8%,2%,0%,0%,0%,0%,0%,0%,0%,"Birtwistle, Marc",
,,,,,,,,,,,,,,,,,Russel,
CHE,8900,2,GAANN Ed. Leadership Se,,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Birtwistle, Marc",
,,,,,,,,,,,,,,,,,Russel,
CHE,8950,1,Graduate Seminar,,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Husson, Scott M",
CHE,9910,4,Doctoral Dissertation Rese,,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Davis, Eric Mikel",
CHIN,1010,1,Elementary Chinese,50%,10%,,0%,0%,0%,0%,0%,40%,0%,0%,0%,0%,"An, Yanming",
CHIN,2020,1,Intermediate Chinese,31%,44%,19%,,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Zhang, Yanhua",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,,Page 35 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CHIN,3160,1,Chinese for Int'l Business I,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chen, Su-I",
COM,1010,1,Academic & Professional D,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,1500,1,Intro to Human Communic,85%,10%,2%,0%,1%,0%,0%,1%,1%,0%,0%,0%,"Fecher, Daniel Leland",
COM,1500,2,Intro to Human Communic,88%,7%,1%,1%,2%,0%,0%,1%,0%,0%,0%,0%,"Fecher, Daniel Leland",
COM,1500,3,Intro to Human Communic,74%,17%,4%,1%,1%,0%,0%,2%,0%,0%,0%,0%,"Fecher, Daniel Leland",
COM,1500,4,Intro to Human Communic,82%,11%,5%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Glaser, Marianne",
,,,,,,,,,,,,,,,,Herr,
COM,1500,5,Intro to Human Communic,67%,13%,4%,0%,8%,0%,0%,8%,0%,0%,0%,0%,"Glaser, Marianne",
,,,,,,,,,,,,,,,,Herr,
COM,1500,6,Intro to Human Communic,78%,14%,4%,1%,0%,0%,0%,1%,1%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,1500,7,Intro to Human Communic,84%,11%,3%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,1500,8,Intro to Human Communic,88%,4%,4%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,1500,9,Intro to Human Communic,90%,2%,4%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Condon, Vanessa",
,,,,,,,,,,,,,,,,Anne,
COM,2010,1,Intr to Comm Studies,65%,27%,5%,0%,2%,0%,0%,2%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2010,2,Intr to Comm Studies,77%,17%,4%,0%,1%,0%,0%,0%,0%,0%,0%,0%,"Baker, Caitlin E",
COM,2020,1,Communication Theory,52%,39%,6%,0%,0%,0%,0%,0%,3%,0%,0%,0%,"Calabrese,",
,,,,,,,,,,,,,,,,Christopher Giacomo,
,,,,,,,,,,,,,,,,Yoshi,
COM,2030,1,Communication Inquiry,71%,26%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"McKenzie, Ashley",
,,,,,,,,,,,,,,,,Hedrick,
COM,2500,1,Public Speaking,50%,45%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bryant, Kevin L",
COM,2500,2,Public Speaking,52%,48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 36 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,3,Public Speaking,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,4,Public Speaking,43%,38%,10%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,5,Public Speaking,60%,30%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,6,Public Speaking,68%,11%,5%,5%,5%,0%,0%,5%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,7,Public Speaking,53%,26%,11%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,8,Public Speaking,75%,10%,5%,10%,0%,0%,0%,0%,0%,0%,0%,0%,"Crocker, Sara",
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,9,Public Speaking,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alyssa",
,,,,,,,,,,,,,,,,Christine,
COM,2500,10,Public Speaking,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alyssa",
,,,,,,,,,,,,,,,,Christine,
COM,2500,11,Public Speaking,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Garza, Mattelyn",
,,,,,,,,,,,,,,,,Nicole,
COM,2500,12,Public Speaking,67%,14%,14%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Team, Morgan Leigh",
COM,2500,13,Public Speaking,53%,42%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Covert, Marshall",
,,,,,,,,,,,,,,,,Thomas,
COM,2500,14,Public Speaking,71%,14%,5%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,15,Public Speaking,71%,24%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,16,Public Speaking,82%,9%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Brewer, Charles John",
COM,2500,18,Public Speaking,76%,14%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Team, Morgan Leigh",
COM,2500,19,Public Speaking,90%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Team, Morgan Leigh",
COM,2500,20,Public Speaking,71%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Team, Morgan Leigh",
COM,2500,21,Public Speaking,90%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Bryant, Kevin L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 37 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,22,Public Speaking,48%,33%,5%,0%,10%,0%,0%,5%,0%,0%,0%,0%,"Bryant, Kevin L",
COM,2500,23,Public Speaking,70%,15%,5%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Bryant, Kevin L",
COM,2500,24,Public Speaking,82%,14%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Dixon, Lindsey C",
COM,2500,25,Public Speaking,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,27,Public Speaking,67%,29%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,28,Public Speaking,81%,14%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,29,Public Speaking,80%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Walker, Brittanny",
,,,,,,,,,,,,,,,,Lanay,
COM,2500,31,Public Speaking,65%,20%,10%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,32,Public Speaking,52%,24%,5%,10%,0%,0%,0%,10%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,33,Public Speaking,71%,14%,5%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Pikel, Ashley Lauren",
COM,2500,35,Public Speaking,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,36,Public Speaking,82%,14%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,37,Public Speaking,90%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,38,Public Speaking,86%,10%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ratliff, William",
,,,,,,,,,,,,,,,,Charles,
COM,2500,400,Public Speaking,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,401,Public Speaking,86%,10%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,2500,403,Public Speaking,86%,10%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Davis, Alexis Zachary",
COM,3050,1,Persuasion,33%,50%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Calabrese,",
,,,,,,,,,,,,,,,,Christopher Giacomo,
,,,,,,,,,,,,,,,,Yoshi,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 38 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,3130,1,Storytelling and Reporting,92%,0%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Robertson, Nigel F",
COM,3240,1,"Communication, Sport & S",89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hakim, Samuel David",
COM,3280,1,Social Media and Sports Co,94%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rey, Rikishi Teren",
COM,3280,2,Social Media and Sports Co,92%,6%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Troutman, Bailey",
,,,,,,,,,,,,,,,,Renee,
COM,3300,1,Nonverbal Communication,50%,23%,23%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COM,3480,1,Interpersonal Comm,43%,27%,13%,3%,10%,0%,0%,3%,0%,0%,0%,0%,"Wingate, Victoria",
,,,,,,,,,,,,,,,,Skye,
COM,3550,1,Principles of Public Relatio,83%,7%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jones, Karyn O",
COM,3560,1,Crisis Communication,75%,19%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pyle, Andrew",
,,,,,,,,,,,,,,,,Stephen,
COM,3570,1,Public Relations Writing,80%,13%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Pyle, Andrew",
,,,,,,,,,,,,,,,,Stephen,
COM,3610,1,Argue and Debate,64%,24%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Dixon, Lindsey C",
COM,3660,2,Disinformation,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lokmanoglu, Ayse",
,,,,,,,,,,,,,,,,Deniz,
COM,3690,1,Political Comm,70%,22%,0%,0%,4%,0%,0%,0%,4%,0%,0%,0%,"Linvill, Darren L",
COM,3780,1,Comm and Sport Socializat,54%,31%,12%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Cranmer, Gregory",
,,,,,,,,,,,,,,,,Keith,
COM,3810,1,Communication and Healt,87%,7%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,"Jones, Karyn O",
COM,4250,1,Adv Sports Comm,54%,25%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cranmer, Gregory",
,,,,,,,,,,,,,,,,Keith,
COM,4270,1,Comm in Sports Organizati,89%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Virginia",
,,,,,,,,,,,,,,,,Susan,
COM,4900,1,Communication Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
COM,4980,1,Academic & Professional D,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pindar, Lori Marlise",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 39 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,8000,1,Communication Pedagogy,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Gilmore, Elizabeth",
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,8910,1,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
COM,8980,1,Colloquium,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Gilmore, James",
,,,,,,,,,,,,,,,,Nicholas,
COOP,1000,5,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1000,6,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Torres, Maria Del",
,,,,,,,,,,,,,,,,Carmen,
COOP,1000,7,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Fecher, Alison",
,,,,,,,,,,,,,,,,Elizabeth,
COOP,1000,8,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Moore, Jeffrey T",
COOP,1000,9,Intro to Cooperative Educa,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Elmore, Monique",
,,,,,,,,,,,,,,,,Natasha,
COOP,1010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1020,1,Co-Op Education,0%,0%,0%,0%,0%,97%,3%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,1030,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,2020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Neal, Jeffrey Frank",
COOP,6010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Burton, O'Neil B",
CPSC,1010,1,Computer Science I,23%,34%,11%,13%,9%,0%,0%,9%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,1010,2,Computer Science I,16%,37%,23%,8%,6%,0%,0%,10%,0%,0%,0%,0%,"Kittelstad, Catherine",
,,,,,,,,,,,,,,,,Ann,
CPSC,1020,1,Computer Science II,51%,22%,11%,3%,5%,0%,0%,8%,0%,0%,0%,0%,"Patrick, Ryan Stewart",
CPSC,1020,2,Computer Science II,38%,18%,15%,3%,15%,0%,0%,10%,0%,0%,0%,0%,"Patrick, Ryan Stewart",
CPSC,1020,3,Computer Science II,45%,30%,10%,1%,4%,0%,0%,10%,0%,0%,0%,0%,"Wooster, Edgar",
,,,,,,,,,,,,,,,,Daniels,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, June 5, 2024",,,,,,,,,,,,,,,,Page 40 of 155,
Grades Report for 202401,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,1050,1,Intro to Programming in Py,51%,12%,10%,8%,16%,0%,0%,4%,0%,0%,0%,0%,"Adkins-Daniel,",H
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1070,1,Programming Methodolog,41%,19%,19%,13%,2%,0%,0%,7%,0%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1070,2,Programming Methodolog,25%,42%,17%,6%,10%,0%,0%,0%,0%,0%,0%,0%,"Adkins-Daniel,",
,,,,,,,,,,,,,,,,Alexandra Mariana,
CPSC,1110,1,Intro to Programming in C,30%,38%,9%,11%,6%,0%,0%,6%,0%,0%,0%,0%,"Duchowski, Andrew T",
CPSC,2070,1,Discrete Structures,58%,19%,19%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2070,2,Discrete Structures,69%,29%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2070,3,Discrete Structures,63%,22%,9%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Widman, Nicolas",
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2070,4,Discrete Structures,59%,27%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Widman, Nicolas",
