Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOL,1060,30,General Biology Lab II,76%,14%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,31,General Biology Lab II,36%,29%,0%,7%,7%,0%,0%,14%,7%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,33,General Biology Lab II,74%,22%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,34,General Biology Lab II,64%,32%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,35,General Biology Lab II,68%,18%,9%,0%,0%,0%,0%,0%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,36,General Biology Lab II,57%,43%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,37,General Biology Lab II,48%,39%,9%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,38,General Biology Lab II,79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1060,39,General Biology Lab II,44%,33%,6%,0%,11%,0%,0%,6%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1110,1,Principles of Biology II,34%,38%,20%,3%,3%,0%,0%,2%,0%,0%,0%,0%,"Minor, Verna",
,,,,,,,,,,,,,,,,Christine M,
BIOL,1110,2,Principles of Biology II,21%,51%,22%,3%,1%,0%,0%,1%,0%,0%,0%,0%,"Willemssens, Kelly",
,,,,,,,,,,,,,,,,Ashley,
BIOL,1110,3,Principles of Biology II,30%,34%,25%,8%,1%,0%,0%,2%,0%,0%,0%,0%,"Redding, Nathan W",
BIOL,1110,4,Principles of Biology II (HO,74%,25%,0%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"May, Cassandra Joy",H
BIOL,1200,1,Biological Inq Lab,39%,44%,0%,11%,6%,0%,0%,0%,0%,0%,0%,0%,"Minor, Verna",
,,,,,,,,,,,,,,,,Christine M,
BIOL,1200,2,Biological Inq Lab,40%,35%,10%,0%,0%,0%,0%,15%,0%,0%,0%,0%,"Minor, Verna",
,,,,,,,,,,,,,,,,Christine M,
BIOL,1200,3,Biological Inq Lab,30%,15%,10%,25%,5%,0%,0%,15%,0%,0%,0%,0%,"Minor, Verna",
,,,,,,,,,,,,,,,,Christine M,
BIOL,1230,1,Keys to Human Biol,19%,19%,38%,6%,8%,0%,0%,10%,0%,0%,0%,0%,"Wagner, Lisa",
,,,,,,,,,,,,,,,,Ruggiero,
BIOL,2210,1,Therap Appl Hum Anat & P,47%,26%,21%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Wagner, Lisa",
,,,,,,,,,,,,,,,,Ruggiero,
BIOL,2230,1,Human Anat and Physiolog,38%,36%,15%,6%,2%,0%,0%,2%,1%,0%,0%,0%,"Cummings, John R",
BIOL,2230,3,Human Anat and Physiolog,38%,38%,15%,6%,1%,0%,0%,1%,0%,0%,0%,0%,"Cummings, John R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 23 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOL,3020,1,Invertebrate Biology,21%,29%,20%,16%,4%,0%,0%,9%,1%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,3040,1,Biology of Plants,33%,32%,22%,13%,0%,0%,0%,0%,0%,0%,0%,0%,"Skogen, Krissa Ann",
BIOL,3060,1,Invertebrate Biology Lab,33%,33%,17%,11%,0%,0%,0%,6%,0%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,3060,2,Invertebrate Biology Lab,37%,21%,11%,0%,5%,0%,0%,21%,5%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,3060,3,Invertebrate Biology Lab,43%,24%,24%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,3060,4,Invertebrate Biology Lab,45%,35%,10%,5%,0%,0%,0%,5%,0%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,3080,1,Biology of Plants Practicu,48%,48%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redding, Nathan W",
BIOL,3080,2,Biology of Plants Practicu,21%,58%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redding, Nathan W",
BIOL,3080,3,Biology of Plants Practicu,67%,28%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redding, Nathan W",
BIOL,3080,4,Biology of Plants Practicu,53%,47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redding, Nathan W",
BIOL,3160,1,Human Physiology,36%,41%,20%,2%,0%,0%,0%,1%,0%,0%,0%,0%,"McNutt-Scott,",
,,,,,,,,,,,,,,,,Tamara L.,
BIOL,3350,1,Evolutionary Biology,50%,37%,11%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Wickett, Norman",
,,,,,,,,,,,,,,,,John,
BIOL,3510,1,Biological Anthropology,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tremblay, Suzanna",
,,,,,,,,,,,,,,,,Eve,
BIOL,3530,1,Forensic Anthropology,85%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tremblay, Suzanna",
,,,,,,,,,,,,,,,,Eve,
BIOL,3940,4,CI: Something Very Fishy,91%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Childress, Michael J",
BIOL,4040,1,Plant Physiology,63%,29%,6%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Liu, Haibo",
BIOL,4210,1,Neurobiology of Disease,38%,48%,7%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Feliciano, David M",
BIOL,4460,1,Plant Ecology,29%,29%,15%,12%,3%,0%,0%,12%,0%,0%,0%,0%,"Fridley, Jason D",
BIOL,4480,1,Marine Ecology,60%,37%,2%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Childress, Michael J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 24 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOL,4610,1,Cell Biology,37%,30%,18%,8%,3%,0%,0%,3%,0%,0%,0%,0%,"Qanungo, Kaustubha",
,,,,,,,,,,,,,,,,Ratan,
BIOL,4610,2,Cell Biology,35%,44%,14%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Qanungo, Kaustubha",
,,,,,,,,,,,,,,,,Ratan,
BIOL,4610,3,Cell Biology (HON),74%,21%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Qanungo, Kaustubha",H
,,,,,,,,,,,,,,,,Ratan,
BIOL,4610,4,Cell Biology,28%,30%,16%,11%,13%,0%,0%,2%,0%,0%,0%,0%,"Bain, Lisa J",
BIOL,4610,6,Cell Biology,22%,35%,13%,15%,9%,0%,0%,7%,0%,0%,0%,0%,"Bain, Lisa J",
BIOL,4620,1,Cell Biology Lab (Lec),85%,4%,0%,7%,0%,0%,0%,4%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,2,Cell Biology Lab (Lec),92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,3,Cell Biology Lab (Lec),67%,17%,8%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,4,Cell Biology Lab (Lec),91%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,5,Cell Biology Lab (Lec),72%,24%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,6,Cell Biology Lab (Lec),62%,35%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,7,Cell Biology Lab (Lec),84%,8%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4670,1,Principles of Hematology,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gallicchio, Vincent S",
BIOL,4700,1,Behavioral Ecology,34%,41%,18%,6%,1%,0%,0%,1%,0%,0%,0%,0%,"Abernathy, Virginia",
,,,,,,,,,,,,,,,,Ellen,
BIOL,4710,1,Behavioral Ecology Lab (Le,71%,24%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Willemssens, Kelly",
,,,,,,,,,,,,,,,,Ashley,
BIOL,4710,4,Behavioral Ecology Lab (Le,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Willemssens, Kelly",
,,,,,,,,,,,,,,,,Ashley,
BIOL,4780,1,Exercise Physiology,41%,32%,14%,7%,5%,0%,0%,2%,0%,0%,0%,0%,"Cummings, John R",
BIOL,4910,3,Undergrad Research in Biol,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Baeza Migueles, Juan",
,,,,,,,,,,,,,,,,Antonio,
BIOL,4930,6,Sr Sem: Evol & Genomics i,88%,6%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Parkinson,",
,,,,,,,,,,,,,,,,Christopher L,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 25 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BIOL,4930,8,Sr Sem:Evol Avian Dino to,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chapman, Susan",
,,,,,,,,,,,,,,,,Caroline,
BIOL,4930,10,Sr Sem: Micr Ecolog of Ma,63%,31%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kurtz, Harry D.",
BIOL,8070,1,Readings in MCDB,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Chapman, Susan",
,,,,,,,,,,,,,,,,Caroline,
BIOL,8070,2,Readings in Evolution,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Ptacek, Margaret",
BIOL,8070,5,Readings in Integrative Biol,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sears, Michael W",
BIOL,8140,1,Scientific Writing in Biolog,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sears, Michael W",
BIOL,8430,1,Underst Genetics & Evol Bi,83%,15%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,"Van der Burg, Karin",
BIOL,8450,1,Understanding Animal Biol,72%,23%,4%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Abernathy, Virginia",
,,,,,,,,,,,,,,,,Ellen,
BIOL,8470,1,Understanding Microbiolo,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Qanungo, Kaustubha",
,,,,,,,,,,,,,,,,Ratan,
BIOL,8490,1,Understanding Scientific C,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"May, Cassandra Joy",
BMOL,4290,1,Bioprocess Engineering,55%,36%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Birtwistle, Marc",
,,,,,,,,,,,,,,,,Russel,
BUS,1010,2,Business Foundations,52%,34%,3%,3%,3%,0%,0%,3%,0%,0%,0%,0%,"Tumblin, William",
,,,,,,,,,,,,,,,,Ernest,
BUS,1010,3,Business Foundations,41%,35%,15%,3%,3%,0%,0%,3%,0%,0%,0%,0%,"Tumblin, William",
,,,,,,,,,,,,,,,,Ernest,
BUS,1010,4,Business Foundations,48%,37%,7%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Tumblin, William",
,,,,,,,,,,,,,,,,Ernest,
BUS,1010,8,Business Foundations,17%,45%,17%,10%,3%,0%,0%,7%,0%,0%,0%,0%,"Tumblin, William",
,,,,,,,,,,,,,,,,Ernest,
BUS,1010,10,Business Foundations,47%,43%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tumblin, William",
,,,,,,,,,,,,,,,,Ernest,
BUS,2700,1,Leadership Practicum I-Self,88%,9%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Balts, Keith W",
BUS,2990,3,Global Business Negotiatio,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Jahn, Judson R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 26 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
BUS,3700,1,Leadership Practicum II-Te,64%,29%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Balts, Keith W",
BUS,4700,1,Leadership Practicum III-Or,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Balts, Keith W",
CAP,1010,1,Clemson Study Abroad Pro,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wilson, Meredith",
,,,,,,,,,,,,,,,,Fant,
CAP,1010,2,Clemson Study Abroad Pro,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wilson, Meredith",
,,,,,,,,,,,,,,,,Fant,
CAP,1010,4,Clemson Study Abroad Pro,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wilson, Meredith",
,,,,,,,,,,,,,,,,Fant,
CCPD,1620,1,Navigating Social Interacti,80%,10%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Beeson, Thomas",
,,,,,,,,,,,,,,,,Stuart,
CE,2010,1,Statics,21%,42%,24%,6%,3%,0%,0%,3%,0%,0%,0%,0%,"Sternhagen, Melissa",
,,,,,,,,,,,,,,,,M,
CE,2010,2,Statics,89%,6%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Amer, Omar Alsanusi",
CE,2010,3,Statics,22%,19%,26%,11%,15%,0%,0%,7%,0%,0%,0%,0%,"Sternhagen, Melissa",
,,,,,,,,,,,,,,,,M,
CE,2010,4,Statics,50%,44%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Amer, Omar Alsanusi",
CE,2010,5,Statics,53%,31%,9%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Fan, Chao",
CE,2010,6,Statics,74%,20%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Forghanparast,",
,,,,,,,,,,,,,,,,Farhang,
CE,2060,1,Structural Mechanics,42%,33%,20%,0%,3%,0%,0%,0%,2%,0%,0%,0%,"Abuodeh, Omar R",
CE,2060,2,Structural Mechanics,17%,33%,33%,7%,4%,0%,0%,6%,0%,0%,0%,0%,"Sternhagen, Melissa",
,,,,,,,,,,,,,,,,M,
CE,2080,1,Dynamics,90%,9%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,"Forghanparast,",
,,,,,,,,,,,,,,,,Farhang,
CE,2080,2,Dynamics,87%,11%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Forghanparast,",
,,,,,,,,,,,,,,,,Farhang,
CE,2200,1,Springer: Intro CE Design II,80%,13%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Amer, Omar Alsanusi",
CE,2550,1,Geomatics,28%,46%,19%,4%,0%,0%,0%,1%,1%,0%,0%,0%,"Sarasua, Wayne A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 27 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CE,3010,1,Structural Analysis,42%,29%,16%,9%,4%,0%,0%,0%,0%,0%,0%,0%,"Cousins, Thomas",
,,,,,,,,,,,,,,,,Edford,
CE,3110,1,Transportation Engr Plan/,31%,42%,23%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Sarasua, Wayne A",
CE,3210,1,Geotechnical Engineering,55%,26%,13%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Chen, Qiushi",
CE,3210,2,Geotechnical Engineering,34%,45%,11%,2%,2%,0%,0%,5%,0%,0%,0%,0%,"Andrus, Ronald D.",
CE,3310,1,Constr Engr & Mgmnt,19%,54%,22%,4%,2%,0%,0%,0%,0%,0%,0%,0%,"Rockow, Zoraya",
,,,,,,,,,,,,,,,,Roldan,
CE,3410,1,Intro to Fluid Mechanics,39%,42%,13%,4%,1%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3420,1,Applied Hydraulics & Hydr,37%,37%,17%,0%,3%,0%,0%,7%,0%,0%,0%,0%,"Khan, Abdul A",
CE,3420,2,Applied Hydraulics & Hydr,39%,29%,25%,0%,6%,0%,0%,0%,0%,0%,0%,0%,"Khan, Abdul A",
CE,3430,1,Intro to Fluid Mechanics La,81%,13%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3430,2,Intro to Fluid Mechanics La,88%,6%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3430,3,Intro to Fluid Mechanics La,75%,19%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3430,4,Intro to Fluid Mechanics La,81%,6%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3430,5,Intro to Fluid Mechanics La,63%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kaye, Nigel Gregory",
CE,3510,1,Civil Engineering Materials,33%,48%,17%,0%,0%,0%,0%,0%,2%,0%,0%,0%,"Rangaraju, Prasada",
,,,,,,,,,,,,,,,,Rao,
CE,3520,1,Econ Eval of Proj,64%,24%,7%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Piratla, Kalyan Ram",
CE,3520,2,Econ Eval of Proj,66%,25%,6%,0%,0%,0%,0%,2%,2%,0%,0%,0%,"Li, Da",
CE,3530,1,Professional Seminar,96%,1%,1%,0%,0%,0%,0%,1%,0%,0%,0%,0%,"Ogle, Jennifer H",
CE,4010,1,Matrix Str Analysis,62%,29%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redmond, Laura Mae",
CE,4020,1,Reinfor Con Design,43%,43%,10%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Ross, Brandon E",
CE,4060,1,Struct Steel Design,61%,28%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Stoner, Michael",
,,,,,,,,,,,,,,,,Wallace,
CE,4210,1,Geotechnical Design,29%,42%,23%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Ravichandran,",
,,,,,,,,,,,,,,,,Nadarajah,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 28 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CE,4340,1,Const Est Proj Cont,35%,48%,15%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Piratla, Kalyan Ram",
CE,4390,1,Con Eqpmt Sel & Main,74%,15%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Le, Tuyen Thanh",
CE,4430,1,Water Resources Engr,20%,53%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Khan, Abdul A",
CE,4560,1,Pave Design & Constr,17%,57%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Leiva Villacorta,",
,,,,,,,,,,,,,,,,Fabricio,
CE,4590,1,Capstone Design Project,51%,46%,1%,1%,0%,0%,0%,0%,0%,0%,0%,0%,"Rockow, Zoraya",
,,,,,,,,,,,,,,,,Roldan,
CE,4620,1,Coastal Engr I,6%,28%,28%,22%,0%,0%,0%,17%,0%,0%,0%,0%,"Hayter, Earl J",
CE,4910,1,Machin Lrng & Causality in,30%,50%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Naser, Mohannad Z",
CE,6010,1,Matrix Str Analysis,65%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redmond, Laura Mae",
CE,6340,1,Const Est Proj Cont,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Piratla, Kalyan Ram",
CE,6430,1,Water Resources Engr,67%,17%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Khan, Abdul A",
CE,6910,1,Machin Lrng & Causality in,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Naser, Mohannad Z",
CE,8060,1,Dyn Analys of Struc,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Redmond, Laura Mae",
CE,8210,1,Advanced Soil Mech,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Andrus, Ronald D.",
CE,8280,1,Rep/Rehab of Con Str,13%,75%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Rangaraju, Prasada",
,,,,,,,,,,,,,,,,Rao,
CE,8400,1,Proj Management Appl,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rockow, Zoraya",
,,,,,,,,,,,,,,,,Roldan,
CE,8530,1,Apps in Traffic En,43%,57%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Chowdhury, Mashrur",
,,,,,,,,,,,,,,,,A,
CE,8930,1,Risk Assessment,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pang, Weichiang",
CE,9910,2,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Pang, Weichiang",
CH,1010,1,General Chemistry,6%,13%,37%,23%,13%,0%,0%,7%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,1010,2,General Chemistry,3%,20%,41%,23%,8%,0%,0%,6%,0%,0%,0%,0%,"Cox, Princess MyCia",
CH,1010,3,General Chemistry,29%,32%,28%,9%,3%,0%,0%,0%,0%,0%,0%,0%,"Sauceda Olono, Perla",
,,,,,,,,,,,,,,,,Yazmin,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 29 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CH,1010,4,General Chemistry,10%,26%,29%,11%,18%,0%,0%,7%,0%,0%,0%,0%,"Delach, Diana Lauren",
CH,1010,5,General Chemistry,16%,27%,24%,12%,10%,0%,0%,9%,2%,0%,0%,0%,"Schroeder, Jacob D",
CH,1010,6,General Chemistry,18%,30%,22%,15%,11%,0%,0%,3%,0%,0%,0%,0%,"Choi, Sooyun",
CH,1010,400,General Chemistry,15%,28%,28%,7%,11%,0%,0%,10%,2%,0%,0%,0%,"Schvaneveldt,",
,,,,,,,,,,,,,,,,Stephen Jon,
CH,1020,1,General Chemistry,40%,35%,12%,6%,5%,0%,0%,2%,0%,0%,0%,0%,"Smith, Ashlyn Dennis",
CH,1020,2,General Chemistry,33%,35%,17%,8%,1%,0%,0%,4%,1%,0%,0%,0%,"Taylor, Dennis F",
CH,1020,3,General Chemistry,30%,34%,24%,8%,4%,0%,0%,1%,0%,0%,0%,0%,"Choi, Sooyun",
CH,1020,4,General Chemistry,35%,34%,19%,9%,1%,0%,0%,1%,0%,0%,0%,0%,"Choi, Sooyun",
CH,1020,5,General Chemistry,29%,40%,20%,8%,1%,0%,0%,3%,0%,0%,0%,0%,"Williams, Charles",
,,,,,,,,,,,,,,,,Bryson,
CH,1020,6,General Chemistry,45%,24%,20%,4%,4%,0%,0%,4%,0%,0%,0%,0%,"Smith, Ashlyn Dennis",
CH,1020,7,General Chemistry,35%,33%,16%,8%,5%,0%,0%,3%,0%,0%,0%,0%,"Williams, Charles",
,,,,,,,,,,,,,,,,Bryson,
CH,1020,8,General Chemistry,33%,25%,27%,10%,3%,0%,0%,3%,0%,0%,0%,0%,"Williams, Charles",
,,,,,,,,,,,,,,,,Bryson,
CH,1020,9,General Chemistry,53%,26%,14%,5%,1%,0%,0%,1%,0%,0%,0%,0%,"Houjeiry, Tania",
CH,1020,10,General Chemistry,13%,38%,25%,13%,8%,0%,0%,4%,0%,0%,0%,0%,"Geiculescu, Olt E",
CH,1020,11,General Chemistry,32%,28%,18%,17%,1%,0%,0%,4%,0%,0%,0%,0%,"Taylor, Dennis F",
CH,1020,12,General Chemistry,25%,35%,21%,10%,6%,0%,0%,3%,0%,0%,0%,0%,"Delach, Diana Lauren",
CH,1020,13,General Chemistry,31%,28%,31%,5%,1%,0%,0%,4%,0%,0%,0%,0%,"Schroeder, Jacob D",
CH,1020,50,General Chemistry,63%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Schvaneveldt,",
,,,,,,,,,,,,,,,,Stephen Jon,
CH,1020,71,General Chemistry (HON),48%,29%,19%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Hwu, Shiou-jyh",H
CH,1050,1,Chemistry in Context I,40%,33%,21%,4%,2%,0%,0%,0%,0%,0%,0%,0%,"Geiculescu, Olt E",
CH,1060,1,Chemistry in Context II,50%,38%,0%,6%,0%,0%,0%,6%,0%,0%,0%,0%,"Geiculescu, Olt E",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
