Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,4440,1,Cloud Computing Architecture,23%,73%,0%,0%,0%,0%,0%,5%,0%,"Van Scoy, Roger Larry",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 36 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,4440,2,Cloud Computing Architecture,67%,23%,7%,0%,0%,0%,0%,3%,0%,"Shue, Mitch",
CPSC,4620,1,Database Management Systems,26%,55%,19%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4620,2,Database Management Systems,46%,26%,29%,0%,0%,0%,0%,0%,0%,"Taylor, Constance Louise",
CPSC,4820,2,Special Topics: Game Design,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,4910,1,Senior Computing Practicum,33%,50%,17%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,4910,5,Senior Computing Practicum,76%,21%,3%,0%,0%,0%,0%,0%,0%,"Russell, Carrie Lynn",
CPSC,6030,1,Data Visualization,59%,30%,11%,0%,0%,0%,0%,0%,0%,"Iuricich, Federico",
CPSC,6040,1,Cptr Graphics Image,40%,40%,0%,0%,0%,0%,0%,20%,0%,"Tessendorf, Jerry A.",
CPSC,6050,1,Computer Graphics,57%,29%,14%,0%,0%,0%,0%,0%,0%,"Dhillon, Daljit Singh",
CPSC,6180,1,Usable Privacy and Security,30%,60%,10%,0%,0%,0%,0%,0%,0%,"Caine, Kelly E",
CPSC,6200,1,Computer Security Principles,89%,5%,5%,0%,0%,0%,0%,0%,0%,"Cheng, Long",
CPSC,6240,1,System Admin and Security,12%,24%,18%,0%,47%,0%,0%,0%,0%,"Drachova, Svetlana V",
CPSC,6420,1,Artificial Intelligence,63%,13%,0%,0%,0%,0%,0%,6%,19%,"Razi, Abolfazl",
CPSC,6430,1,Machine Learning: Impl & Eval,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,6440,1,Cloud Computing Architecture,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,6620,1,Database Management Systems,48%,48%,3%,0%,0%,0%,0%,0%,0%,"Van Scoy, Roger Larry",
CPSC,6620,2,Database Management Systems,57%,43%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Constance Louise",
CPSC,6770,1,Distributed/Cluster Computing,82%,9%,9%,0%,0%,0%,0%,0%,0%,"Ngo, Linh Bao",
CPSC,6810,1,MSCS Ready: Module 1,79%,18%,0%,0%,0%,0%,0%,4%,0%,"Kraemer, Eileen Theresa",
CPSC,6810,2,MSCS Ready: Module 2,75%,13%,3%,0%,6%,0%,0%,3%,0%,"Kraemer, Eileen Theresa",
CPSC,6820,2,Special Topics: Game Design,71%,29%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
CPSC,8200,1,Parallel Architechture,83%,13%,0%,0%,0%,0%,0%,4%,0%,"Ge, Rong",
CPSC,8420,1,Advanced Machine Learning,72%,17%,3%,0%,0%,0%,0%,7%,0%,"Liu, Kai",
CPSC,8470,1,Intro to Information Retrieval,77%,21%,3%,0%,0%,0%,0%,0%,0%,"Luo, Feng",
CPSC,8580,1,Security in Emerging Systems,43%,57%,0%,0%,0%,0%,0%,0%,0%,"Pese, Mert",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 37 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CPSC,8710,1,Found. of Software Engineering,96%,0%,3%,0%,1%,0%,0%,0%,0%,"Rodeghero, Paige Anne",
CPSC,8810,1,Deep Learning in Comp Vision,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Li, Nianyi",
CPSC,8880,26,Directed Projects,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Razi, Abolfazl",
CPSC,9500,2,Sel Topics: SOC Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Li, Nianyi",
CPSC,9500,5,New PhD Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Iuricich, Federico",
CPSC,9910,5,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cheng, Long",
CPSC,9910,11,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Ge, Rong",
CPSC,9910,22,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Luo, Feng",
CRP,2010,1,"Cities, Technology and Society",24%,39%,15%,0%,6%,0%,0%,6%,9%,"Morris, Eric A",
CRP,4010,1,Intro to City & Regional Plan,83%,10%,7%,0%,0%,0%,0%,0%,0%,"Gaber, John Albert",
CRP,8020,1,Place Making for the Built Env,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Ford, Daniel J",
CRP,8030,1,Quantitative Analysis,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Stall, Russell Hampton",
CRP,8040,1,Intro to GIS for Plan & Policy,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Bolick, Madeleine McMillan",
CRP,8050,1,Planning Theory and History,56%,28%,11%,0%,6%,0%,0%,0%,0%,"Dyckman, Caitlin",
CRP,8070,1,Professional Studio,50%,50%,0%,0%,0%,0%,0%,0%,0%,"Benedict, Robert Creighton",
CRP,8080,1,Land Use and Compreh Planning,70%,30%,0%,0%,0%,0%,0%,0%,0%,"Ramos Santiago, Luis E",
CSM,1000,1,Intro to Construct,61%,33%,0%,3%,0%,0%,0%,3%,0%,"Waugaman, Gretchen E",
CSM,2010,1,Structures,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Jackson, Nathaniel M",
CSM,2030,1,Mats/Mthds: Wood Construction,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,2030,401,Mats/Mthds: Wood Construction,45%,48%,0%,0%,0%,0%,0%,7%,0%,"Townsend, Craig N",
CSM,2040,401,Cont Documents,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Sharma, Harnish",
CSM,2050,1,Mats/Mthds: Concrete/Steel Con,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Bingenheimer, Kirk Alan",
CSM,2050,401,Mats/Mthds: Concrete/Steel Con,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,2060,2,Construction Science Workshop,87%,7%,7%,0%,0%,0%,0%,0%,0%,"Gauthier, Richard William",
CSM,2060,401,Construction Science Workshop,69%,15%,8%,0%,0%,0%,0%,8%,0%,"Gauthier, Richard William",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 38 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CSM,2070,1,Construction Industry Seminar,76%,18%,6%,0%,0%,0%,0%,0%,0%,"Armstrong, Leslie L",
CSM,3040,1,Environmental Systems I,83%,8%,8%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,3040,401,Environmental Systems I,81%,14%,5%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,3050,1,Environmental Systems II,18%,73%,9%,0%,0%,0%,0%,0%,0%,"Burgett, Joseph Michael",
CSM,3060,1,Emerging Tech in Construction,50%,38%,13%,0%,0%,0%,0%,0%,0%,"Yoon, Jonghan",
CSM,3060,401,Emerging Tech in Construction,56%,22%,17%,0%,0%,0%,0%,6%,0%,"Yoon, Jonghan",
CSM,3070,401,Sustainable Construction,50%,36%,9%,0%,0%,0%,0%,5%,0%,"Sharma, Harnish",
CSM,3510,1,Construction Estimating I,39%,57%,4%,0%,0%,0%,0%,0%,0%,"Mousavi Rizi, Seyed Ehsan",
CSM,3520,401,Const Scheduling,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Townsend, Craig N",
CSM,3530,1,Const Estimating II,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Boulding, Alastair Wright",
CSM,4110,401,Safety in Bldg Const,62%,29%,10%,0%,0%,0%,0%,0%,0%,"Corley, Nicholas L",
CSM,4210,1,Applied Drone Use in Built Env,77%,13%,2%,0%,6%,0%,0%,2%,0%,"Burgett, Joseph Michael",
CSM,4500,401,Construction Internship,56%,32%,12%,0%,0%,0%,0%,0%,0%,"Waugaman, Gretchen E",
CSM,4530,1,Construction Project Mgmt,40%,47%,13%,0%,0%,0%,0%,0%,0%,"Malone, Bryan W",
CSM,4530,401,Construction Project Mgmt,68%,26%,6%,0%,0%,0%,0%,0%,0%,"Malone, Bryan W",
CSM,4610,1,Const Econ Seminar,63%,33%,4%,0%,0%,0%,0%,0%,0%,"Nove-Josserand, Catherine",
,,,,,,,,,,,,,Jackson,
CSM,4610,401,Const Econ Seminar,28%,50%,11%,11%,0%,0%,0%,0%,0%,"Nove-Josserand, Catherine",
,,,,,,,,,,,,,Jackson,
CSM,6310,1,Residential Constr Practices,73%,18%,9%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CSM,6410,401,Principles of Roofing II,79%,21%,0%,0%,0%,0%,0%,0%,0%,"Gajjar, Dhaval R",
CSM,8690,401,Advanced Drone Mapping & Model,85%,6%,0%,0%,6%,0%,0%,3%,0%,"Burgett, Joseph Michael",
CSM,8900,5,Directed Studies,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Lucas, Jason D",
CU,1000,1,Clemson Connect,0%,0%,0%,0%,0%,90%,10%,0%,0%,"Whorton, Susan S",
CU,1000,2,Clemson Connect,0%,0%,0%,0%,0%,86%,14%,0%,0%,"Whorton, Susan S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 39 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
CU,1000,3,Clemson Connect,0%,0%,0%,0%,0%,81%,19%,0%,0%,"Whorton, Susan S",
CU,1000,4,Clemson Connect,0%,0%,0%,0%,0%,78%,22%,0%,0%,"Whorton, Susan S",
CU,1000,5,Clemson Connect,0%,0%,0%,0%,0%,73%,26%,1%,0%,"Whorton, Susan S",
CU,1000,6,Clemson Connect,0%,0%,0%,0%,0%,73%,26%,1%,0%,"Whorton, Susan S",
CU,1000,7,Clemson Connect,0%,0%,0%,0%,0%,79%,21%,0%,0%,"Whorton, Susan S",
CU,1000,8,Clemson Connect,0%,0%,0%,0%,0%,79%,20%,1%,0%,"Whorton, Susan S",
CU,1000,9,Clemson Connect,0%,0%,0%,0%,0%,74%,26%,0%,0%,"Whorton, Susan S",
CU,1000,10,Clemson Connect,0%,0%,0%,0%,0%,76%,23%,2%,0%,"Whorton, Susan S",
CU,1000,11,Clemson Connect,0%,0%,0%,0%,0%,72%,28%,0%,0%,"Whorton, Susan S",
CU,1000,12,Clemson Connect,0%,0%,0%,0%,0%,70%,28%,2%,0%,"Whorton, Susan S",
CU,1000,13,Clemson Connect,0%,0%,0%,0%,0%,64%,36%,0%,0%,"Whorton, Susan S",
CU,1000,14,Clemson Connect,0%,0%,0%,0%,0%,65%,35%,0%,0%,"Whorton, Susan S",
CU,1000,15,Clemson Connect,0%,0%,0%,0%,0%,55%,45%,0%,0%,"Whorton, Susan S",
CU,1000,20,Clemson Connect,0%,0%,0%,0%,0%,72%,24%,4%,0%,"Whorton, Susan S",
CU,1000,21,Clemson Connect,0%,0%,0%,0%,0%,61%,39%,0%,0%,"Whorton, Susan S",
CU,1010,1,University Success Skills,49%,17%,10%,5%,10%,0%,0%,10%,0%,"Neel, Catherine Maroska",
CU,1010,5,University Success Skills,85%,10%,0%,0%,0%,0%,0%,0%,5%,"Babb, Bryn Zimmermann",
CU,1110,3,Intro Supplemental Instruction,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Anderson, Rachel K",
DANC,2300,1,Tap Dance II,92%,0%,8%,0%,0%,0%,0%,0%,0%,"Hosler, Cheryl L",
DANC,2400,1,Jazz Dance II,93%,0%,0%,0%,0%,0%,0%,7%,0%,"Hosler, Cheryl L",
DPA,3070,1,Method 3d Production,36%,18%,0%,0%,9%,0%,0%,27%,9%,"Florencio Da Costa, Rodney",
DPA,4000,1,Tech Foundations I,64%,27%,0%,0%,0%,0%,0%,9%,0%,"Li, Xiang",
DPA,4020,1,Visual Found of Digital Prod,33%,47%,0%,13%,7%,0%,0%,0%,0%,"Summey, Anthony K",
DPA,6820,843,Character Effects (CFX),67%,17%,17%,0%,0%,0%,0%,0%,0%,"Florencio Da Costa, Rodney",
DPA,6820,844,Technical Art and Direction,50%,25%,0%,0%,0%,0%,0%,0%,25%,"Patterson, Eric K",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 40 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
DPA,8070,843,3D Modeling and Animation,75%,13%,0%,0%,0%,0%,0%,0%,13%,"Florencio Da Costa, Rodney",
DSA,8010,401,Statistical Methods I,59%,20%,11%,0%,2%,0%,0%,5%,2%,"Kunkel, Deborah Elizabeth",
DSA,8030,401,Intro to Statistical Computing,79%,3%,0%,0%,9%,0%,0%,3%,6%,"Breazel, Ellen Hepfer",
DSA,8070,401,Multivariate Analysis,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Huang, Whitney K",
DSA,8590,1,Advanced Data Analytics,52%,5%,38%,0%,0%,0%,0%,5%,0%,"Ke, Zhihong",
DSA,8640,1,Programming for Data Science,68%,24%,0%,0%,3%,0%,0%,5%,0%,"Kim, Hongki",
DSA,8670,1,Business Analytics Appl & Proj,37%,32%,11%,0%,16%,0%,0%,5%,0%,"Tripp, John Frederick",
ECAS,1900,101,Global Chall: CU Eng Dev Com 1,84%,8%,4%,0%,0%,0%,0%,4%,0%,"Vaughn, David E",
ECAS,1990,301,CI - PEER/WISE Exp Seminar,73%,15%,4%,0%,4%,0%,0%,4%,0%,"Gilmore, Jordon Anthony",
,,,,,,,,,,,,,Stowe,
ECAS,2900,101,Global Chall: CU Eng Dev Com 2,86%,7%,0%,0%,0%,0%,0%,7%,0%,"Vaughn, David E",
ECAS,3900,101,Global Chall: CU Eng Dev Com 3,94%,0%,0%,0%,0%,0%,0%,6%,0%,"Vaughn, David E",
ECAS,3990,402,CI Contaminants in Fluids,90%,0%,0%,10%,0%,0%,0%,0%,0%,"Carpenter, Jeremiah W",
ECE,2010,1,Logic and Computing Devices,21%,12%,20%,9%,29%,0%,0%,9%,0%,"Reid, William J",
ECE,2010,3,Logic and Computing Devices,45%,27%,18%,3%,5%,0%,0%,2%,0%,"Cai, Qing",
ECE,2020,1,Electric Circuits I,39%,20%,20%,15%,1%,0%,0%,5%,0%,"Harrell, William R",
ECE,2020,3,Electric Circuits I,45%,27%,17%,3%,5%,0%,0%,3%,0%,"Koley, Goutam",
ECE,2070,1,Basic Electrical Engineering,35%,26%,23%,9%,7%,0%,0%,0%,0%,"Martin, Anthony Q",
ECE,2070,2,Basic Electrical Engineering,27%,25%,33%,11%,3%,0%,0%,1%,0%,"Martin, Anthony Q",
ECE,2070,3,Basic Electrical Engineering,68%,25%,7%,0%,0%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2080,1,Basic Electrical Engr Lab,93%,3%,0%,0%,0%,0%,0%,3%,0%,"Raza, Tehseen Z",
ECE,2080,4,Basic Electrical Engr Lab,87%,10%,3%,0%,0%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2080,5,Basic Electrical Engr Lab,90%,3%,3%,0%,3%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2080,6,Basic Electrical Engr Lab,93%,3%,3%,0%,0%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2080,7,Basic Electrical Engr Lab,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Raza, Tehseen Z",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 41 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECE,2080,8,Basic Electrical Engr Lab,90%,3%,3%,0%,3%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2080,9,Basic Electrical Engr Lab,86%,0%,3%,7%,3%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,2090,1,Logic & Computing Devices Lab,77%,14%,5%,0%,0%,0%,0%,5%,0%,"Cai, Qing",
ECE,2090,2,Logic & Computing Devices Lab,75%,13%,0%,4%,4%,0%,0%,4%,0%,"Cai, Qing",
ECE,2090,3,Logic & Computing Devices Lab,83%,9%,0%,0%,4%,0%,0%,4%,0%,"Cai, Qing",
ECE,2090,7,Logic & Computing Devices Lab,79%,8%,8%,0%,0%,0%,0%,4%,0%,"Cai, Qing",
ECE,2110,1,Electrical Engineering Lab I,85%,10%,0%,0%,5%,0%,0%,0%,0%,"Harrell, William R",
ECE,2110,2,Electrical Engineering Lab I,74%,16%,0%,0%,0%,0%,0%,11%,0%,"Harrell, William R",
ECE,2110,5,Electrical Engineering Lab I,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2110,6,Electrical Engineering Lab I,80%,5%,5%,0%,0%,0%,0%,10%,0%,"Harrell, William R",
ECE,2110,8,Electrical Engineering Lab I,78%,11%,11%,0%,0%,0%,0%,0%,0%,"Harrell, William R",
ECE,2120,1,Electrical Engineering Lab II,90%,0%,5%,0%,0%,0%,0%,5%,0%,"Kapadia, Apoorva Deepak",
ECE,2120,2,Electrical Engineering Lab II,90%,5%,0%,0%,0%,0%,0%,5%,0%,"Kapadia, Apoorva Deepak",
ECE,2220,1,Syst Prog Concept,39%,24%,12%,0%,12%,0%,0%,12%,0%,"Yu, Lu",
ECE,2230,1,Comp Sys Eng,31%,31%,15%,0%,2%,0%,0%,17%,4%,"Russell, Harlan B",
ECE,2620,1,Electric Circuits II,44%,33%,16%,0%,0%,0%,0%,7%,0%,"Zhao, Lianfeng",
ECE,2720,1,Comp Organization,14%,21%,30%,19%,12%,0%,0%,5%,0%,"Reid, William J",
ECE,2730,1,Computer Organization Lab,59%,21%,8%,0%,5%,0%,0%,8%,0%,"Kapadia, Apoorva Deepak",
ECE,2990,3,CI: Intro Python Programming,52%,26%,12%,2%,2%,0%,0%,5%,0%,"Yu, Lu",
ECE,3110,1,Electrical Engineering Lab III,74%,0%,5%,5%,0%,0%,0%,16%,0%,"Kapadia, Apoorva Deepak",
ECE,3110,4,Electrical Engineering Lab III,85%,5%,5%,0%,0%,0%,0%,5%,0%,"Kapadia, Apoorva Deepak",
ECE,3110,5,Electrical Engineering Lab III,67%,6%,17%,6%,0%,0%,0%,6%,0%,"Kapadia, Apoorva Deepak",
ECE,3110,6,Electrical Engineering Lab III,86%,0%,0%,0%,7%,0%,0%,7%,0%,"Kapadia, Apoorva Deepak",
ECE,3120,2,Electrical Engineering Lab IV,90%,5%,5%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,3170,1,Rand Signal Analysis,37%,32%,19%,8%,3%,0%,0%,2%,0%,"Hubbard, Stephen J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 42 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECE,3200,1,Electronics I,40%,22%,12%,5%,17%,0%,0%,5%,0%,"Hubbard, Stephen J",
ECE,3200,3,Electronics I,74%,15%,4%,0%,0%,0%,0%,7%,0%,"Singh, Rajendra",
ECE,3210,1,Electronics II,53%,26%,21%,0%,0%,0%,0%,0%,0%,"Raza, Tehseen Z",
ECE,3220,2,Intro Operating Sys,60%,20%,7%,0%,7%,0%,0%,7%,0%,"Ge, Rong",
ECE,3270,1,Dig Comp Design,19%,26%,15%,7%,11%,0%,0%,22%,0%,"Smith, Melissa Crawley",
ECE,3300,1,Signals & Systems,30%,26%,32%,4%,4%,0%,0%,5%,0%,"Baum, Carl W",
ECE,3300,2,Signals & Systems (HON),67%,25%,8%,0%,0%,0%,0%,0%,0%,"Groff, Richard E",H
ECE,3520,1,Programming Systems,90%,5%,0%,0%,0%,0%,0%,5%,0%,"Ligon, Walter B",
ECE,3600,1,Elect Power Engr,23%,13%,25%,9%,5%,0%,0%,25%,0%,"Brahma, Sukumar Makarand",
ECE,3710,1,Microcontr Interface,35%,35%,18%,8%,2%,0%,0%,2%,0%,"Reid, William J",
ECE,3720,1,Micro Int Lab,77%,8%,0%,0%,0%,0%,0%,15%,0%,"Kapadia, Apoorva Deepak",
ECE,3720,2,Micro Int Lab,85%,0%,15%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,3720,3,Micro Int Lab,75%,8%,17%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,3720,4,Micro Int Lab,86%,0%,7%,0%,0%,0%,0%,7%,0%,"Kapadia, Apoorva Deepak",
ECE,3720,6,Micro Int Lab,50%,25%,8%,0%,0%,0%,0%,17%,0%,"Kapadia, Apoorva Deepak",
ECE,3720,8,Micro Int Lab,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,3800,1,Electromagnetics,66%,25%,4%,0%,0%,0%,0%,5%,0%,"Dong, Liang",
ECE,3810,1,Field Waves & Ckts,20%,33%,28%,10%,3%,0%,0%,8%,0%,"Wang, Pingshan",
ECE,4040,1,Semiconductor Devices,60%,20%,10%,10%,0%,0%,0%,0%,0%,"Ryckman, Judson Douglas",
ECE,4090,1,Intr to Linear Control Systems,36%,48%,11%,3%,1%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,4270,1,Communication Systems,37%,30%,24%,3%,1%,0%,0%,4%,0%,"Afghah, Fatemeh",
ECE,4420,1,Knowledge Engineering,74%,16%,6%,3%,0%,0%,0%,0%,0%,"Wu, Yongkai",
ECE,4590,1,Int Circ Design,40%,33%,7%,0%,0%,0%,0%,20%,0%,"Lao, Yingjie",
ECE,4670,1,Intro to Dig Sig Pro,71%,14%,7%,0%,0%,0%,0%,7%,0%,"Wang, Yongqiang",
ECE,4710,1,Electrific of Transportation,93%,8%,0%,0%,0%,0%,0%,0%,0%,"Singh, Rajendra",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 43 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECE,4950,1,Int Sys Design I,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Kapadia, Apoorva Deepak",
ECE,4960,1,Int Sys Design II,80%,20%,0%,0%,0%,0%,0%,0%,0%,"Raza, Hassan",
ECE,4990,1,CI: Robotic Sys Research,83%,0%,0%,0%,0%,0%,0%,17%,0%,"Reid, William J",
ECE,4990,25,E.V. Battery System Design,92%,0%,0%,0%,0%,0%,0%,8%,0%,"Zhang, Jiangfeng",
ECE,6420,1,Knowledge Engineering,92%,0%,0%,0%,0%,0%,0%,8%,0%,"Wu, Yongkai",
ECE,6590,1,Int Circ Design,78%,11%,0%,0%,0%,0%,0%,11%,0%,"Lao, Yingjie",
ECE,6930,1,FPGA/SoC Design w/Verilog_HLS,77%,23%,0%,0%,0%,0%,0%,0%,0%,"Wei, Tao",
ECE,8010,1,Analysis of Lin Sys,64%,27%,9%,0%,0%,0%,0%,0%,0%,"Groff, Richard E",
ECE,8040,1,Networked Dynamical Systems,77%,23%,0%,0%,0%,0%,0%,0%,0%,"Wang, Yongqiang",
ECE,9910,42,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Xiao, Hai",
ECE,9910,44,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Brahma, Sukumar Makarand",
ECON,2000,2,Economic Concepts,34%,31%,17%,6%,6%,0%,0%,6%,0%,"Campbell, Jacob B",
ECON,2000,4,Economic Concepts,65%,16%,5%,7%,7%,0%,0%,0%,0%,"Ivankovic, Miren",
ECON,2000,5,Economic Concepts,40%,40%,10%,10%,0%,0%,0%,0%,0%,"Campbell, Jacob B",
ECON,2050,1,Why Business?,15%,45%,26%,4%,3%,0%,0%,7%,0%,"Watson, Lawrence Reed",
ECON,2110,1,Principles of Microeconomics,17%,28%,33%,17%,0%,0%,0%,6%,0%,"Hanssen, Frederick Andrew",
ECON,2110,2,Principles of Microeconomics,26%,37%,21%,11%,0%,0%,0%,0%,5%,"Hanssen, Frederick Andrew",
ECON,2110,3,Principles of Microeconomics,0%,42%,37%,16%,5%,0%,0%,0%,0%,"Hanssen, Frederick Andrew",
ECON,2110,4,Principles of Microeconomics,16%,37%,21%,16%,5%,0%,0%,5%,0%,"Hanssen, Frederick Andrew",
ECON,2110,5,Principles of Microeconomics,12%,53%,18%,6%,12%,0%,0%,0%,0%,"Hanssen, Frederick Andrew",
ECON,2110,6,Principles of Microeconomics,21%,21%,37%,5%,0%,0%,0%,16%,0%,"Hanssen, Frederick Andrew",
ECON,2110,7,Principles of Microeconomics,5%,37%,32%,11%,11%,0%,0%,5%,0%,"Hanssen, Frederick Andrew",
ECON,2110,8,Principles of Microeconomics,13%,67%,13%,0%,0%,0%,0%,7%,0%,"Hanssen, Frederick Andrew",
ECON,2110,9,Principles of Microeconomics,11%,37%,37%,5%,0%,0%,0%,11%,0%,"Hanssen, Frederick Andrew",
ECON,2110,10,Principles of Microeconomics,11%,63%,11%,0%,11%,0%,0%,5%,0%,"Hanssen, Frederick Andrew",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
